Title,Rarity,Edge,Mintage,Engraver,Times Issued,Composition,Currency,Demonetized,Diameter,Orientation,Shape,Type,Issuer,Technique,Thickness,Weight,Year,Historical Figure,Century
25 Cents - Elizabeth II Eastern Meadowlark,77,Plain,17474.0,1,1,Bimetallic,Canadian dollar (1858-date),0,35.0,Medal alignment ↑↑,0,Non-circulating coin,Canada - Royal Canadian Mint,Milled,2.0,13.0,2014,1,20
Follis - Crispus DOMINOR NOSTROR CAESS; Ticinum,85,Smooth,-1.0,0,0,Bronze,"Argenteus, Reform of Diocletian (AD 293/301 – 310/324)",1,19.5,unknown,1,Standard circulation coin,Roman Empire,Hammered,1.8,3.0,322.0,1,unknown
1 Peso,10,Milled,8000000.0,1,1,Bimetallic,Peso (1863-1975),1,26.0,Medal alignment ↑↑,0,Standard circulation coin,Uruguay,Milled,1.55,6.1,1960,0,19
20 Sen - Hassanal Bolkiah 1st portrait; w/o numeral 'I' in title,9,Milled,1200000.0,1,20,Bimetallic,Ringgit / Dollar (1967-date),0,23.6,Medal alignment ↑↑,0,Standard circulation coin,Brunei,Milled,1.45,5.66,1977.0,1,unknown
1 Cruzeiro,6,Reeded,381000.0,0,14,Bimetallic,Cruzeiro (1942-1967),1,23.0,Coin alignment ↑↓,0,Standard circulation coin,Brazil,Milled,2.35,6.92,1942.0,0,unknown
1 Teston - Johan Reinhard,97,Special,49000.0,0,4,Silver,Thaler,1,29.0,unknown,0,Standard circulation coin,County of Hanau-Lichtenberg,Other,1.8,8.0,1601.0,1,unknown
Litra - Hiketas,90,Gross,-1.0,0,0,Copper,Litra,1,23.0,unknown,1,Standard circulation coin,Syracuse,Hammered,1.8,11.14,287.0,1,unknown
2 oz Silver America's Rarest Coins - Draped Bust Dollar 1804,91,Special,-1.0,0,0,Silver,2 oz Silver America's Rarest Coins - Draped Bust Dollar 1804,-1,48.0,Medal alignment ↑↑,0,Other,United States,Milled,4.5,62.4,unknown,0,unknown
Denarius Lucretia: Gneius Lucretius Trio; TRIO / CN•LVCR ROMA,90,Special,-1.0,0,0,Silver,Denarius of 10 Asses (221 – 141 BC),1,19.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.94,-136,0,-2
2 oz Silver America's Legendary Coins - 1837 Liberty Seated Dime,97,Special,-1.0,0,0,Silver,2 oz Silver America's Legendary Coins - 1837 Liberty Seated Dime,-1,48.0,Medal alignment ↑↑,0,Other,United States,Milled,4.5,62.4,unknown,0,unknown
Medal - 25th Anniversary of ICRT,97,Plain,-1.0,0,0,Other,Medals - Cuba,-1,45.19,unknown,0,Token/Medal,Cuba,Other,3.53,42.0,1987,0,19
Denarius Volteia: Marcus Volteius; M•VOLTEI•M•F,93,Special,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,17.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,4.03,-78,0,-1
1 Bit,95,Special,-1.0,0,0,Silver,Countermarked Type IV,1,21.0,unknown,1,Standard circulation coin,Martinique,Other,1.8,28.28,1770.0,0,unknown
10 Céntimos Without braille,4,Plain,50000000.0,0,21,Brass,Nuevo sol (1991-2015) / Sol (2016-date),0,20.5,Coin alignment ↑↓,0,Standard circulation coin,Peru,Milled,1.4,3.43,2001.0,0,unknown
10 Bits,94,Special,-1.0,0,0,Silver,Countermarked Type IV,1,39.0,unknown,1,Standard circulation coin,Martinique,Other,1.8,28.28,1770.0,0,unknown
1 Thaler - Albrecht von Wallenstein,92,Plain,-1.0,1,0,Silver,Thaler (1626-1634),1,43.3,Medal alignment ↑↑,0,Standard circulation coin,Duchy of Friedland,Other,2.55,29.0,1630,1,16
Denarius serratus Aquillia: Manius Aquillius; VIRTVS III•VIR / MN•AQVIL MN•F•MN•N SICIL,95,Special,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,19.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.9,-71,0,-1
1 Thaler - Ludwig Friedrich Karl,100,Special,-1.0,0,0,Silver,Thaler,1,40.0,unknown,0,Standard circulation coin,County of Hohenlohe-Neuenstein-Öhringen,Other,1.8,28.28,1770,1,17
3 Escalins,94,Special,-1.0,0,0,Silver,British occupation,1,25.75,unknown,1,Standard circulation coin,Martinique,Other,1.8,6.71,1793.0,0,unknown
Denarius - Pompeius Magnus CN•PISO•PRO•Q NVMA / MAGN PRO•COS,95,Gross,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,18.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.37,49.0,0,unknown
1 Schilling - Jan Chodkiewicz Dole Castle,83,Smooth,-1.0,0,0,Bimetallic,Mark (1570-1573),1,18.0,Variable alignment ↺,0,Standard circulation coin,Duchy of Livonia,Other,0.6,0.85,1572,1,15
20 Livres,95,Special,-1.0,0,0,Gold,Countermarked (1802-1809),1,31.0,unknown,0,Standard circulation coin,Martinique,Other,1.8,28.28,1802.0,0,unknown
3 Rubles 50th Anniversary of the Liberation of Sevastopol from Fascist Germany's Troops,54,Letter,250000.0,1,1,Bimetallic,Ruble (1991-1997),1,33.0,Medal alignment ↑↑,0,Non-circulating coin,Russia,Milled,2.3,14.35,1994,0,19
¼ Paisa - Kumbhakarna Singh Mewar under Delhi control,95,Plain,-1.0,0,0,Copper,Tanka (1206-1526),1,12.0,unknown,1,Standard circulation coin,Sultanate of Delhi,Other,1.8,2.8,1433.0,0,unknown
Denarius Mussidia: Lucius Mussidius Longus; CONCORDIA / L•MVSSIDIVS•LONGVS CLOACIN,92,Smooth,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,17.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,4.02,-42,0,-1
Denarius Lucretia: Lucius Lucretius Trio; L•LVCRETI TRIO,94,Smooth,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,20.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.78,-76,0,-1
Denarius Plaetoria: Marcus Plaetorius Cestianus; M•PLAETORI CEST•EX•S•C,100,Smooth,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,19.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.9,-69,0,-1
1 Fils - Zayed / Khalifa FAO; non-magnetic,7,Smooth,4000000.0,1,1,Bronze,Dirham (1973-date),0,15.0,Medal alignment ↑↑,0,Circulating commemorative coin,United Arab Emirates,Milled,1.1,1.5,1393.0,1,unknown
Token - M.L. Dreyfus Paris,97,Smooth,-1.0,0,0,Other,France - Advertising Tokens,-1,23.15,Coin alignment ↑↓,0,Token/Medal,France,Other,1.09,28.28,unknown,0,unknown
Maille Blanche - PHILIPPE IV LE BEL,90,Special,-1.0,0,0,Silver,Livre tournois (987-1795),1,22.0,unknown,1,Standard circulation coin,France,Hammered,1.8,1.95,1296.0,1,unknown
Token - Ernest Lemoine Paris,97,Smooth,-1.0,0,0,Brass,Token - Ernest Lemoine Paris,1,25.4,Medal alignment ↑↑,0,Token/Medal,France,Other,1.29,28.28,1867,1,18
20 Centimes - Paul Moreau Paris,97,Smooth,-1.0,0,0,Bimetallic,France - Consommer Tokens,1,18.55,Coin alignment ↑↓,0,Token/Medal,France,Other,1.2,28.28,unknown,0,unknown
Token - French Victory Proclamation,90,Plain,-1.0,0,0,Brass,Token - French Victory Proclamation,-1,23.66,Medal alignment ↑↑,0,Token/Medal,Algeria,Other,1.4,3.3,1857,0,18
Denarius Papia: Lucius Papius Celsus; TRIVMPVS / L•PAPIVS CELSVS•III•VIR,100,Smooth,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,18.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.9,-45,0,-1
20 Centimes - Crayon Mengin Paris,92,Smooth,-1.0,0,0,Brass,France - Advertising Tokens,1,23.5,Medal alignment ↑↑,1,Token/Medal,France,Milled,1.15,28.28,1850.0,1,unknown
5 Pounds Abd Al Halem Hafez,85,Special,5000.0,0,1,Silver,Pound (1916-date),0,37.2,Medal alignment ↑↑,0,Non-circulating coin,Egypt,Milled,2.0,17.5,1995,0,19
Denarius Volteia: Marcus Volteius; M•VOLTEI•M•F,95,Smooth,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,19.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.97,-78,0,-1
5 Centimes - UDC,95,Smooth,-1.0,0,0,Brass,5 Centimes - UDC,1,23.0,Medal alignment ↑↑,0,Token/Medal,France,Other,0.9,28.28,unknown,0,unknown
Token - Laine Facteur Paris,97,Smooth,-1.0,0,0,Zinc,France - Advertising Tokens,-1,22.62,Coin alignment ↑↓,1,Token/Medal,France,Other,1.25,28.28,unknown,0,unknown
1 Taka FAO,10,Reeded,-1.0,0,0,Brass,Taka (1972-date),0,25.0,Medal alignment ↑↑,0,Circulating commemorative coin,Bangladesh,Milled,1.0,4.0,1996.0,0,unknown
Monnaie de Paris Tourist Token - Parc Astérix 1989-2013 - Falbala,87,Reeded,-1.0,0,0,Bimetallic,Monnaie de Paris Tourist Token - Parc Astérix 1989-2013 - Falbala,-1,34.0,Medal alignment ↑↑,0,Token/Medal,France - Monnaie de Paris,Milled,3.0,16.0,2013,0,20
3 Grossus - Sigismund III Vasa Riga; short beard,86,Smooth,-1.0,0,0,Silver,Thaler (1581-1629),1,21.9,Variable alignment ↺,0,Standard circulation coin,Duchy of Livonia,Other,1.8,2.41,1588.0,1,unknown
"5 Cents - Clement & De Cair Manistee, Michigan",97,Smooth,-1.0,0,0,Brass,United States - Merchandise Tokens,1,22.0,Medal alignment ↑↑,1,Token/Medal,United States,Other,2.0,4.0,unknown,0,unknown
10 Dukat - Sigismund III Vasa Riga,97,Smooth,-1.0,0,0,Gold,Thaler (1581-1629),1,41.0,Variable alignment ↺,0,Standard circulation coin,Duchy of Livonia,Other,1.8,35.0,1592,1,15
25 Fils - Zayed / Khalifa non-magnetic,4,Reeded,10400000.0,1,1,Bimetallic,Dirham (1973-date),0,20.0,Medal alignment ↑↑,0,Standard circulation coin,United Arab Emirates,Milled,1.5,3.5,1393.0,1,unknown
"200 Escudos Molluques, Silver",73,Reeded,20000.0,1,2,Silver,Escudo (1911-2001),1,36.0,Coin alignment ↑↓,0,Non-circulating coin,Portugal,Milled,1.8,26.5,1995,0,19
Token - Ottawa Savings & Loan Assn.,97,Smooth,-1.0,0,0,Brass,United States - Tokens,-1,23.0,unknown,0,Token/Medal,United States,Milled,1.5,4.0,unknown,0,unknown
1 Cash Nawabs of Arcot,94,Plain,-1.0,0,0,Copper,Rupee (1717-1801),1,12.0,unknown,0,Standard circulation coin,Nawabdom of the Carnatic,Other,1.8,2.4,1690.0,0,unknown
1 Euro 2nd map,5,Special,14000000.0,1,19,Bimetallic,Euro (2008-date),0,23.25,Medal alignment ↑↑,0,Standard circulation coin,Malta,Milled,2.33,7.5,2008.0,0,unknown
Denarius Cornelia: Gneius Cornelius Sisenna; ROMA SISENA / CN•CORNEL•L•F,97,Special,-1.0,0,0,Silver,Denarius of 10 Asses (221 – 141 BC),1,20.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.97,118.0,0,unknown
Denarius Valeria: Lucius Valerius Flaccus; L•VALERI FLACCI,91,Special,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,20.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.9,108.0,0,unknown
Denarius Aurelia: Marcus Aurelius Cotta; COTA / M•AVRELI,97,Special,-1.0,0,0,Silver,Denarius of 10 Asses (221 – 141 BC),1,18.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.68,-139,0,-2
Denarius Pomponia: Quintus Pomponius Musa; Q•POMPONI MVSA; Urania,100,Smooth,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,19.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.79,-66,0,-1
Wohlfeile Woche Blumenthal,97,Smooth,-1.0,0,0,Other,Wohlfeile Woche Blumenthal,1,30.0,Medal alignment ↑↑,0,Token/Medal,Germany (1871-1948),Milled,1.0,2.0,1931,0,19
Denarius Licinia: Publius Licinius Crassus; S•C / P•CRASSVS•M•F,100,Smooth,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,20.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.9,-55,0,-1
10 Centimes - UCM Ay,97,Smooth,-1.0,0,0,Brass,France - Merchandise Tokens,-1,21.0,Medal alignment ↑↑,1,Token/Medal,France,Other,1.3,28.28,unknown,0,unknown
Denarius Cornelia: Faustus Cornelius Sulla; FAVSTVS / FELIX,100,Smooth,-1.0,0,0,Silver,Denarius of 16 Asses (141 – 27 BC),1,20.0,unknown,1,Standard circulation coin,Roman Republic (ancient),Hammered,1.8,3.84,-56,0,-1
5 Guilders - De Bijenkorf 125 years,83,Plain,-1.0,0,0,Bimetallic,Netherlands - Local Florijn Tokens,-1,30.0,Medal alignment ↑↑,0,Token/Medal,Netherlands,Other,1.8,9.0,1995,1,19
1 Centavo,5,Smooth,10000000.0,0,17,Bimetallic,Quetzal (1925-date),1,19.0,Coin alignment ↑↓,0,Standard circulation coin,Guatemala,Milled,1.06,2.5,1974.0,0,unknown
Token - Robineau Fils,92,Smooth,-1.0,0,0,Brass,France - Advertising Tokens,-1,25.7,Medal alignment ↑↑,0,Token/Medal,France,Milled,1.0,28.28,unknown,0,unknown
Token - Specialite pour accords,94,Smooth,-1.0,0,0,Bimetallic,France - Advertising Tokens,-1,25.06,Medal alignment ↑↑,1,Token/Medal,France,Milled,1.32,28.28,unknown,0,unknown
5 Centimes - AMC,97,Smooth,-1.0,0,0,Zinc,France - Merchandise Tokens,1,24.1,Medal alignment ↑↑,0,Token/Medal,France,Other,1.42,28.28,unknown,0,unknown
"30 Centimes Countermarked ""P""",97,Smooth,-1.0,0,0,Bimetallic,France - Merchandise Tokens,1,25.3,Medal alignment ↑↑,1,Token/Medal,France,Other,0.9,28.28,unknown,0,unknown
10 Centimes - Autom ques oudin,97,Smooth,-1.0,0,0,Bimetallic,France - Consommer Tokens,1,18.48,Medal alignment ↑↑,0,Token/Medal,France,Other,1.07,28.28,unknown,0,unknown
Token - Aarhus Sporveje,91,Smooth,-1.0,0,0,Zinc,Token - Aarhus Sporveje,-1,17.5,Medal alignment ↑↑,0,Token/Medal,Denmark,Other,1.12,28.28,unknown,0,unknown
Token - Pasaje Regular,81,Smooth,-1.0,0,0,Bimetallic,Token - Pasaje Regular,1,16.5,Coin alignment ↑↓,0,Token/Medal,Puerto Rico,Other,1.1,2.0,1962,0,19
200 Korun Jan Werich and Jiří Voskovec,85,Special,11000.0,1,2,Silver,Koruna (1993-date),0,31.0,Medal alignment ↑↑,0,Non-circulating coin,Czech Republic,Milled,2.25,13.0,2005,0,20
10 Dollars - Elizabeth II Titanic,74,Special,20000.0,1,1,Silver,Canadian dollar (1858-date),0,33.9,Medal alignment ↑↑,0,Non-circulating coin,Canada - Royal Canadian Mint,Milled,2.0,15.87,2012,1,20
1 Franc - Casino le Touquet Groupe Partouche,94,Smooth,-1.0,0,0,Bimetallic,Euro (2002-date),1,26.5,Medal alignment ↑↑,0,Token/Medal,France,Milled,1.8,9.2,unknown,0,unknown
"200 Escudos Solor and Timor, Silver",77,Reeded,12000.0,1,2,Silver,Escudo (1911-2001),1,36.0,Coin alignment ↑↓,0,Non-circulating coin,Portugal,Milled,1.8,26.5,1995,0,19
Shell Token - Flight and space flight Heinkel He178 - 1939,80,Special,-1.0,0,0,Nickel,Germany - Promotional Gas Tokens,-1,29.6,Medal alignment ↑↑,0,Token/Medal,Federal Republic of Germany,Milled,2.0,9.85,unknown,0,unknown
10 Dollars - Elizabeth II Royal Maundy,87,Special,20000.0,1,1,Silver,Dollar (1965-date),0,38.61,Medal alignment ↑↑,0,Non-circulating coin,Eastern Caribbean States,Milled,1.8,28.28,2003,1,20
10 Dollars - Elizabeth II 50th Year of Reign of Queen Elizabeth II,83,Special,20000.0,1,1,Silver,Dollar (1965-date),0,38.61,Medal alignment ↑↑,0,Non-circulating coin,Eastern Caribbean States,Milled,1.8,28.28,2002,1,20
"Copper ""Large Head Facing Right""",95,Special,-1.0,0,0,Copper,Connecticut - Dollar,1,25.75,unknown,0,Standard circulation coin,Connecticut,Other,1.8,28.28,1786,0,17
"Copper ""Mailed Bust Facing Left""",91,Special,-1.0,0,0,Copper,Connecticut - Dollar,1,25.75,unknown,0,Standard circulation coin,Connecticut,Other,1.8,28.28,1786,0,17
2 Złote Trzemeszno,15,Special,1000000.0,0,1,Gold,Fourth złoty (1995-date),0,27.0,Medal alignment ↑↑,0,Circulating commemorative coin,Poland,Milled,2.0,8.15,2010,0,20
1 Franc - Solidarite-Croix-Rouge,90,Smooth,-1.0,0,0,Bronze,Belgium - Tokens,1,20.7,Medal alignment ↑↑,0,Token/Medal,Belgium,Milled,1.7,4.3,1944,0,19
New Year Lucky Token Ich bringe Glück,93,Special,-1.0,0,0,Other,Austria - New Year Tokens,-1,23.0,Medal alignment ↑↑,0,Token/Medal,Austria,Milled,1.8,5.2,1997.0,0,unknown
10 000 Forint Béni Egressy,94,Milled,5000.0,1,1,Silver,Forint (1946-date),0,37.0,Medal alignment ↑↑,0,Non-circulating coin,Hungary,Milled,1.8,24.0,2014,0,20
"200 Escudos Father Luis Frois, Silver",80,Reeded,5050.0,0,1,Silver,Escudo (1911-2001),1,36.0,Coin alignment ↑↓,0,Non-circulating coin,Portugal,Milled,1.8,26.5,1997,0,19
1 Euro Cent,3,Smooth,800000000.0,1,315,Copper,Euro (2002-date),0,16.25,Medal alignment ↑↑,0,Standard circulation coin,Federal Republic of Germany,Milled,1.67,2.3,2002.0,0,unknown
20 Centavos José San Martin,9,Milled,86770000.0,1,1,Bimetallic,Peso moneda nacional (1881-1969),1,21.0,Coin alignment ↑↓,0,Circulating commemorative coin,Argentina,Milled,1.6,4.0,1950,0,19
2 Dinara FNR legend,5,Smooth,-1.0,0,0,Other,Federation dinar (1944-1965),1,22.2,Medal alignment ↑↑,0,Standard circulation coin,Yugoslavia,Milled,1.47,1.3,1953,0,19
500 Yuan Year of the Dragon,97,Special,3000.0,0,1,Gold,Second Rénmínbì (1955-date),0,60.0,Medal alignment ↑↑,0,Non-circulating coin,People's Republic of China,Milled,1.8,155.515,1988,0,19
100 Yuan Year of the Dragon; Platinum,100,Special,2000.0,0,1,Other,Second Rénmínbì (1955-date),0,32.0,Medal alignment ↑↑,0,Non-circulating coin,People's Republic of China,Milled,1.8,31.1,1988,0,19
50 Yuan Panda,93,Special,11000.0,0,1,Silver,Second Rénmínbì (1955-date),0,70.0,Medal alignment ↑↑,0,Non-circulating coin,People's Republic of China,Milled,1.8,155.5174,1988,0,19
100 Yuan Panda,86,Reeded,289055.0,0,2,Gold,Second Rénmínbì (1955-date),0,32.0,Medal alignment ↑↑,0,Non-circulating coin,People's Republic of China,Milled,2.7,31.1,1988,0,19
2 Kronor - Gustaf VI Adolf,12,Reeded,315325.0,0,13,Bimetallic,Krona (1873-date),1,31.0,Medal alignment ↑↑,0,Standard circulation coin,Sweden,Milled,2.17,14.0,1952.0,1,unknown
2 Złote Zamek w Lidzbarku Warmińskim,36,Special,300000.0,0,1,Gold,Fourth złoty (1995-date),0,27.0,Medal alignment ↑↑,0,Circulating commemorative coin,Poland,Milled,2.0,8.15,1996,0,19
5 Kronor - Gustaf VI Adolf Constitutional Reform,14,Smooth,1023500.0,1,1,Bimetallic,Krona (1873-date),1,34.0,Medal alignment ↑↑,0,Non-circulating coin,Sweden,Milled,2.58,18.0,1966,1,19
750 000 Rupiah 45th Anniversary of Independence,100,Special,2250.0,0,1,Gold,Rupiah (1965-date),0,35.0,unknown,0,Non-circulating coin,Indonesia,Milled,1.8,45.0,1990,0,19
¼ Anna Paisa,27,Plain,-1.0,0,0,Copper,Rupee (1672-1835),1,25.8,Coin alignment ↑↓,0,Standard circulation coin,Bombay Presidency,Other,1.7,6.47,1246.0,0,unknown
5 Deutsche Mark Carl Friedrich Gauss,12,Special,7750000.0,1,2,Bimetallic,Deutsche Mark (1948-2001),1,29.0,Medal alignment ↑↑,0,Non-circulating coin,Federal Republic of Germany,Milled,2.07,11.2,1977,0,19
Dicken Saint Leodegar facing right; date on reverse; small square shield,95,Plain,-1.0,0,0,Silver,Thaler (1550-1656),1,31.0,unknown,0,Standard circulation coin,City of Lucerne,Other,1.8,7.8,1617.0,0,unknown
Cinquinho - Manuel I,97,Special,-1.0,0,0,Silver,"Real (hammered coinage, 1517-1678)",1,14.0,unknown,1,Standard circulation coin,Portugal,Hammered,1.8,0.5,1495.0,1,unknown
25 Centimes - Réalmont 81,94,Special,-1.0,0,0,Other,France - Merchandise Tokens,1,25.0,unknown,0,Token/Medal,France,Other,1.8,28.28,1923,0,19
Medal - Civil War Memorial,97,Milled,-1.0,0,0,Silver,Medals - United States,-1,40.0,Medal alignment ↑↑,0,Token/Medal,United States,Milled,3.0,29.4,1995,0,19
Token - Liberty,94,Milled,-1.0,0,0,Brass,United States - Souvenir Tokens,-1,29.2,Medal alignment ↑↑,0,Token/Medal,United States,Milled,1.7,9.0,1986,0,19
Cumberland Jack Token - Victoria To Hanover,72,Milled,-1.0,0,0,Brass,Cumberland Jack Token - Victoria To Hanover,1,23.0,Medal alignment ↑↑,0,Token/Medal,United Kingdom,Milled,1.2,2.1,1837,1,18
10 Groschen,5,Smooth,66199000.0,1,3,Bimetallic,First Schilling (1925-1938),1,22.05,Medal alignment ↑↑,0,Standard circulation coin,Austria,Milled,1.54,4.5,1925.0,0,unknown
25 Pesetas Castile and Leon,5,Plain,221963000.0,1,1,Bimetallic,Peseta (1868-2001),1,19.5,Coin alignment ↑↓,1,Circulating commemorative coin,Spain,Milled,1.6,4.2,1995,1,19
10 Dirhams,8,Reeded,52750000.0,0,1,Bimetallic,Dinar (1971-date),1,20.0,Medal alignment ↑↑,0,Standard circulation coin,Libya,Milled,1.46,3.0,1975,0,19
1 Cent - Victoria,10,Smooth,1800000.0,1,2,Bronze,Dollar (1860-1871),1,25.53,Medal alignment ↑↑,0,Standard circulation coin,Nova Scotia,Milled,1.41,5.67,1861.0,1,unknown
5 Lepta - Othon,70,Reeded,270000.0,1,3,Copper,First modern drachma (1832-1944),1,25.0,Coin alignment ↑↓,0,Standard circulation coin,Greece,Other,1.8,6.495,1847.0,1,unknown
1 Farthing - George VI with 'IND:IMP',4,Plain,8131200.0,1,14,Bronze,Pound sterling (1158-1970),1,20.0,Medal alignment ↑↑,0,Standard circulation coin,United Kingdom - The Royal Mint,Milled,1.38,2.83,1937.0,1,unknown
½ Penny Speed the Plough,53,Smooth,-1.0,0,0,Copper,Pound (1790-1871),1,26.0,Variable alignment ↺,0,Token/Medal,Prince Edward Island,Milled,1.8,5.6,1859.0,1,unknown
20 Centavos,7,Smooth,140000000.0,0,3,Other,Cruzado (1986-1989),1,18.9,Coin alignment ↑↓,0,Standard circulation coin,Brazil,Milled,1.4,2.55,1986.0,0,unknown
20 Dinara,6,Reeded,5000000.0,0,3,Bimetallic,Hard dinar (1966-1989),1,25.0,Medal alignment ↑↑,0,Standard circulation coin,Yugoslavia,Milled,1.75,6.5,1985.0,0,unknown
Dukat koronny - Stanisław August Poniatowski Warszawa mint,100,Special,-1.0,0,0,Gold,First Złoty (1573-1795),1,25.75,unknown,0,Other,Polish–Lithuanian Commonwealth,Other,1.8,28.28,1765,1,17
5 Céntimos,14,Smooth,20000000.0,0,1,Brass,Inti (1985-1991),1,17.0,Coin alignment ↑↓,0,Standard circulation coin,Peru,Milled,1.8,2.0,1985,0,19
20 Diram,10,Plain,-1.0,0,0,Brass,Somoni (2000-date),0,18.5,Medal alignment ↑↑,0,Standard circulation coin,Tajikistan,Milled,1.51,2.73,2001.0,0,unknown
50 Lepta,5,Reeded,51016000.0,1,6,Bimetallic,Third modern drachma (1954-2001),1,18.0,Medal alignment ↑↑,0,Standard circulation coin,Greece,Milled,1.45,2.51,1976.0,0,unknown
2000 Won Millennium,56,Milled,554938.0,0,1,Bimetallic,New won (1962-date),0,28.0,Coin alignment ↑↓,0,Non-circulating coin,South Korea,Milled,1.8,10.7,2000,0,20
50 Sen - Hassanal Bolkiah 1st portrait,22,Special,212000.0,1,8,Bimetallic,Ringgit / Dollar (1967-date),0,27.7,unknown,0,Standard circulation coin,Brunei,Milled,1.8,9.33,1968.0,1,unknown
1 Peso,13,Reeded,3500000.0,0,1,Bimetallic,Peso (1856-1944),1,19.2,Coin alignment ↑↓,0,Standard circulation coin,Paraguay,Milled,1.3,3.0,1925,0,19
1 Pysa - Barghash,8,Plain,4640000.0,1,1,Copper,Ryal (1882-1908),1,25.0,Coin alignment ↑↓,0,Standard circulation coin,Zanzibar,Milled,1.5,6.5,1882,1,18
10 Centavos,47,Smooth,764387.0,0,1,Bimetallic,Peso (1844-1905),1,18.0,Coin alignment ↑↓,0,Standard circulation coin,Dominican Republic,Milled,1.8,2.5,1897,0,18
6 Pence - Elizabeth II 1st portrait,11,Reeded,800000.0,1,6,Bimetallic,Pound (1873-1969),1,19.5,Medal alignment ↑↑,0,Standard circulation coin,Fiji,Milled,1.3,2.8,1953.0,1,unknown
500 Tenge Flamingos,94,Reeded,4000.0,0,1,Silver,Tenge (1993-date),0,38.61,Medal alignment ↑↑,1,Non-circulating coin,Kazakhstan,Milled,2.7,24.0,2009,0,20
10 Sentimos,6,Reeded,6446000.0,0,6,Bimetallic,Piso (1967-date),1,18.0,Medal alignment ↑↑,0,Standard circulation coin,Philippines,Milled,1.1,2.0,1979.0,0,unknown
Denar koronny - Zygmunt III Waza Kraków mint,93,Special,-1.0,0,0,Silver,First Złoty (1573-1795),1,25.75,unknown,0,Standard circulation coin,Polish–Lithuanian Commonwealth,Other,1.8,28.28,1619.0,1,unknown
Token - National Trust Blickling Estate,97,Milled,-1.0,0,0,Other,Token - National Trust Blickling Estate,-1,44.0,Medal alignment ↑↑,0,Token/Medal,United Kingdom,Milled,3.0,37.0,unknown,0,unknown
2 Tenge Silver Irbis - Investment Coinage,94,Special,3000.0,0,7,Silver,Tenge (1993-date),0,50.0,Medal alignment ↑↑,0,Non-circulating coin,Kazakhstan,Milled,1.8,64.21,2009.0,0,unknown
1 Haléř,6,Plain,20056000.0,1,2,Other,Koruna (1953-1992),1,16.0,Medal alignment ↑↑,0,Standard circulation coin,Czechoslovakia,Milled,1.26,0.52,1962.0,0,unknown
200 000 Złotych Zygmunt I Stary bust; Trial STrike,100,Smooth,500.0,0,1,Nickel,Third złoty (1949-1994),1,32.0,Medal alignment ↑↑,0,Other,Poland,Milled,1.8,16.7,1994,0,19
50 Cents - Elizabeth II Montreal Canadiens,73,Smooth,-1.0,1,0,Nickel,Canadian dollar (1858-date),0,30.0,Medal alignment ↑↑,0,Non-circulating coin,Canada - Royal Canadian Mint,Milled,1.95,6.9,2009,1,20
20 Bani - Carol I,14,Smooth,2500000.0,1,3,Bimetallic,First leu (1867-1947),1,25.0,Coin alignment ↑↓,1,Standard circulation coin,Romania,Milled,2.0,6.0,1905.0,1,unknown
Denar poznański - Zygmunt III Waza Poznań mint,94,Special,-1.0,0,0,Bimetallic,First Złoty (1573-1795),1,14.0,unknown,1,Standard circulation coin,Polish–Lithuanian Commonwealth,Other,1.8,0.35,1599.0,1,unknown
1 Ban Eagle without crown,5,Smooth,2000.0,0,12,Brass,Fourth leu (2005-date),0,16.75,Medal alignment ↑↑,0,Standard circulation coin,Romania,Milled,1.55,2.4,2005.0,0,unknown
